# R_norm M_norm Z
1.0000000000000000 1.0000000000000000 0.0080302599841005
0.9999999957198895 0.9999999999995000 0.0080302599324272
0.9999999860896589 0.9999999999983750 0.0080302598370302
0.9999999700392981 0.9999999999965000 0.0080302596979097
0.9999999486388886 0.9999999999940000 0.0080302594594174
0.9999999058382844 0.9999999999890000 0.0080302589029356
0.9999997988380354 0.9999999999765000 0.0080302581079623
0.9999996918396027 0.9999999999640000 0.0080302569155036
0.9999994778481720 0.9999999999390000 0.0080302545305911
0.9999990498870553 0.9999999998890000 0.0080302489658207
0.9999979801110797 0.9999999997640000 0.0080302410162100
0.9999969105162141 0.9999999996390000 0.0080302290919294
0.9999947718695589 0.9999999993890000 0.0080302052438556
0.9999904967466844 0.9999999988889999 0.0080301545284756
0.9999811441470245 0.9999999977939799 0.0080300848985817
0.9999718053630589 0.9999999966989598 0.0080299772469908
0.9999523091967621 0.9999999944077159 0.0080298315877489
0.9999328729029924 0.9999999921164721 0.0080296056136271
0.9998921835753933 0.9999999872969837 0.0080292873100417
0.9998485749840819 0.9999999820972845 0.0080287744818215
0.9997577017323698 0.9999999711465385 0.0080280426812450
0.9996586809563962 0.9999999590349409 0.0080267648733521
0.9994338386861423 0.9999999308267308 0.0080247813103839
0.9991691177936088 0.9999998963313455 0.0080223621488320
0.9988594060123241 0.9999998541562020 0.0080202640897504
0.9986860285219690 0.9999998296715628 0.0080186452447770
0.9984994578570390 0.9999998026025816 0.0080168592054270
0.9982990583698226 0.9999997726781454 0.0080148892531277
0.9980842070695869 0.9999997395989000 0.0080121197121201
0.9977366247959876 0.9999996838373529 0.0080090686161019
0.9974832367641810 0.9999996414017023 0.0080063030683191
0.9972133764217842 0.9999995945015983 0.0080032576807228
0.9969265207290682 0.9999995426703659 0.0079999057004521
0.9966221734752222 0.9999994853928725 0.0079962181634993
0.9962998631478469 0.9999994221005170 0.0079921637965111
0.9959591388629668 0.9999993521657153 0.0079877089388889
0.9955995629315558 0.9999992748958065 0.0079840970935276
0.9954078205453654 0.9999992322110772 0.0079815378959511
0.9952206360047214 0.9999991895263479 0.0079788542380979
0.9950188311853827 0.9999991423700578 0.0079760476191066
0.9948219496115968 0.9999990952137677 0.0079731058526912
0.9946098275754692 0.9999990431204666 0.0079700307821234
0.9944029906627180 0.9999989910271655 0.0079668092947357
0.9941802611181285 0.9999989334832025 0.0079634436584357
0.9939631712460636 0.9999988759392394 0.0079599198183024
0.9937294964035872 0.9999988123778220 0.0079562405667294
0.9935017992870702 0.9999987488164045 0.0079523909082189
0.9932567545871555 0.9999986786121563 0.0079483742836681
0.9930179673301345 0.9999986084079081 0.0079441747826046
0.9927609667674671 0.9999985308708681 0.0079397966486944
0.9925104923672162 0.9999984533338281 0.0079352231142640
0.9922408839877727 0.9999983677028275 0.0079304594179479
0.9919780872321015 0.9999982820718268 0.0079254880354488
0.9916952036676908 0.9999981875071686 0.0079203154402508
0.9914194465626578 0.9999980929425104 0.0079149235099122
0.9911226029920441 0.9999979885179203 0.0079093202526783
0.9908332060062524 0.9999978840933302 0.0079034871824447
0.9905216581260221 0.9999977687871023 0.0078974342178667
0.9902178923057839 0.9999976534808744 0.0078911428422192
0.9898908695258593 0.9999975261661022 0.0078846253560057
0.9895720084538121 0.9999973988513299 0.0078778636738609
0.9892287606206782 0.9999972582851426 0.0078708730709881
0.9888941100843371 0.9999971177189554 0.0078636365235085
0.9885339748589085 0.9999969625306845 0.0078561730283901
0.9881830336984332 0.9999968073424136 0.0078484674707558
0.9878056528998892 0.9999966360205592 0.0078405435127512
0.9874382061297738 0.9999964646987048 0.0078323890768965
0.9870434322456623 0.9999962755765546 0.0078240336845506
0.9866593774535370 0.9999960864544043 0.0078154697886451
0.9862471429037243 0.9999958776942105 0.0078067342843695
0.9858464659061069 0.9999956689340167 0.0077978261199190
0.9854168188506763 0.9999954385096046 0.0077887914899049
0.9849996141287077 0.9999952080851925 0.0077796384119625
0.9845526855176288 0.9999949537628087 0.0077704248338380
0.9841190884882048 0.9999946994404249 0.0077611712049172
0.9836550366070168 0.9999944187576347 0.0077519503600287
0.9832052320521838 0.9999941380748446 0.0077427995637002
0.9827243073516296 0.9999938283173234 0.0077338105497880
0.9822585804152075 0.9999935185598022 0.0077250431036735
0.9817611080194993 0.9999931767357865 0.0077166130059392
0.9812797631107404 0.9999928349117707 0.0077086099830328
0.9807660489616431 0.9999924577239142 0.0077011804823077
0.9802693704077370 0.9999920805360577 0.0076944538182265
0.9797397227911231 0.9999916643505102 0.0076886156371849
0.9792280176390867 0.9999912481649628 0.0076838473814996
0.9786827711658230 0.9999907889773491 0.0076803849173753
0.9781563619677806 0.9999903297897353 0.0076784781190362
0.9775958618779518 0.9999898231876879 0.0076783338282315
0.9770550838892267 0.9999893165856405 0.0076795864664900
0.9764796889384249 0.9999887577076358 0.0076823166925586
0.9759248765151282 0.9999881988296312 0.0076867518013169
0.9753349198497165 0.9999875823197868 0.0076931276504933
0.9747663646468181 0.9999869658099424 0.0077017352504592
0.9741621305673998 0.9999862857682668 0.0077128614067840
0.9735800896745375 0.9999856057265911 0.0077268760342351
0.9729618468142627 0.9999848556542191 0.0077441278437251
0.9723665784255311 0.9999841055818471 0.0077650842442415
0.9717346017008275 0.9999832783208481 0.0077901691551153
0.9711263599797968 0.9999824510598491 0.0078199702084139
0.9704808984059358 0.9999815387271130 0.0078550026796881
0.9698598952399200 0.9999806263943770 0.0078960021884057
0.9692011516394431 0.9999796203089654 0.0079467912917779
0.9685675715298776 0.9999786142235537 0.0080581509777524
