              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               1               7  0.82188077E+06  0.20192590E-03  0.12718970E-05  0.39550308E+01  0.48120513E+01  0.15667183E-04 -0.31348985E+00  0.25417751E+00 -0.50970542E-03  0.39544315E+01  0.48120348E+01 -0.92794411E-04  0.41717679E+00  0.60745412E+00  0.81370699E-01  0.20319780E-03
               1              10  0.32270778E+07  0.50522783E-03  0.15513806E-06 -0.51216793E+01  0.30427720E+01 -0.31342957E-03 -0.20946260E+00 -0.35244151E+00  0.26680066E-06 -0.51209977E+01  0.30423489E+01 -0.55369882E-03 -0.79280956E+00  0.57642933E+00  0.24506905E-01  0.50538297E-03
               1               9  0.66237575E+07  0.74724605E-03  0.27146140E-06 -0.47509077E+01 -0.32228307E+01  0.67379270E-04  0.23443238E+00 -0.34525748E+00  0.38280222E-03 -0.47516072E+01 -0.32225047E+01  0.59629223E-03  0.40739054E+00 -0.12231751E+01 -0.89419440E+00  0.74751751E-03
               1               8  0.76730391E+07  0.79574751E-03  0.53532647E-06 -0.78067361E+00  0.56384679E+01 -0.37114493E-02 -0.41609690E+00 -0.58174767E-01  0.19826824E-03 -0.78120788E+00  0.56385963E+01 -0.28926182E-02  0.59369282E+00  0.57510590E+00 -0.44181002E+00  0.79628284E-03
