              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               1               6  0.88561581E+07  0.83853032E-03  0.40863207E-05 -0.48286995E+01  0.28387033E+01 -0.93387299E-03 -0.21131190E+00 -0.36930272E+00  0.15147817E-02 -0.48293388E+01  0.28379905E+01 -0.63994332E-03 -0.91235320E+00  0.68132564E+00 -0.28493908E+00  0.84261664E-03
               1               2  0.88937310E+07  0.84386849E-03  0.87742026E-05  0.52134361E+01  0.24878689E+01 -0.18985117E-01 -0.18291494E+00  0.38168882E+00  0.75544442E-02  0.52126808E+01  0.24874835E+01 -0.18401047E-01  0.18309820E+00 -0.55054075E+00 -0.79778761E+00  0.85264269E-03
               1               7  0.11259138E+08  0.91632344E-03  0.12718970E-05  0.48306797E+01 -0.34504106E+01 -0.72559552E-01  0.23334457E+00  0.33876179E+00  0.13984044E-02  0.48303495E+01 -0.34494567E+01 -0.72814232E-01  0.59304193E+00 -0.88782469E+00  0.37094618E+00  0.91759534E-03
