              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               5               6  0.81651348E+06  0.20832059E-04  0.40863207E-05  0.11919727E+01  0.44184834E+01  0.72542966E-04 -0.35701920E+00  0.12525107E+00 -0.14853768E-01  0.11919642E+01  0.44186106E+01  0.67599898E-04 -0.96615068E+00  0.19953809E-01  0.75908551E-01  0.20106496E-03
               1               7  0.50279711E+07  0.65176524E-03  0.12718970E-05  0.23056955E+01 -0.52663313E+01  0.13398024E-03  0.38186211E+00  0.16569631E+00  0.10890174E-02  0.23056147E+01 -0.52669991E+01 -0.47084401E-03  0.34281752E+00  0.12524216E+01 -0.51101423E+00  0.65303714E-03
               1              10  0.57786802E+07  0.70094363E-03  0.15513806E-06  0.36464180E+01 -0.43682214E+01  0.42250554E-02  0.32231212E+00  0.26807541E+00  0.56399237E-03  0.36472338E+01 -0.43683898E+01  0.38400499E-02 -0.39185454E-01 -0.85175972E+00  0.37939463E+00  0.70109876E-03
