              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               9              10  0.53086938E+06  0.27146140E-06  0.15513806E-06 -0.24165664E+01 -0.25006809E+01 -0.33136960E-03  0.36563057E+00 -0.34827681E+00 -0.49331561E-01 -0.24165767E+01 -0.25007040E+01 -0.35505056E-03  0.40179692E+00 -0.41794552E+00  0.86460249E-01  0.15382760E-03
               8               9  0.42332998E+07  0.53532647E-06  0.42659946E-06 -0.22877898E+01  0.18836365E+01 -0.71947618E-02 -0.42562902E+00 -0.38048253E+00  0.37221443E-01 -0.22877934E+01  0.18836807E+01 -0.71938947E-02 -0.28439258E+00 -0.51122168E+00 -0.45957249E-01  0.59292861E-03
