              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               1               7  0.24635953E+07  0.42384239E-03  0.12718970E-05 -0.55052807E+01 -0.23316333E+01  0.90530692E-03  0.16272390E+00 -0.37604534E+00  0.24238577E-03 -0.55045565E+01 -0.23313516E+01  0.87887325E-03 -0.84846223E+00 -0.61378618E+00 -0.11003586E+00  0.42511429E-03
               1               9  0.63780334E+07  0.73451148E-03  0.27146140E-06 -0.47151253E+01  0.32028993E+01 -0.14637939E-02 -0.23548773E+00 -0.34687589E+00  0.17085034E-03 -0.47147168E+01  0.32021427E+01 -0.17970561E-02 -0.12941628E+01  0.33835974E+00 -0.20762494E-01  0.73478294E-03
