              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               1               9  0.18406614E+07  0.34848524E-03  0.27146140E-06 -0.59980700E+01 -0.80683644E+00  0.26933362E-03  0.54604837E-01 -0.40320629E+00 -0.27991833E-03 -0.59974108E+01 -0.80670459E+00  0.28005064E-04 -0.65861144E+00  0.65419800E-01  0.50523449E+00  0.34875670E-03
               1               6  0.12132188E+08  0.92123671E-03  0.40863207E-05 -0.46331305E+01  0.29741910E+01  0.28425855E-02 -0.22892901E+00 -0.35220467E+00  0.39365518E-03 -0.46326420E+01  0.29748990E+01  0.33671616E-02 -0.42201564E+00 -0.16912204E+01 -0.91299259E-01  0.92532303E-03
