              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               1               9  0.17987906E+07  0.34305178E-03  0.27146140E-06  0.55955437E+01 -0.23611439E+01 -0.20432781E-03  0.15760832E+00  0.37331959E+00  0.21823166E-03  0.55952508E+01 -0.23617768E+01 -0.43174161E-03  0.33314116E+00  0.12917227E+01 -0.24933126E+00  0.34332324E-03
               1              10  0.18620799E+07  0.35150105E-03  0.15513806E-06  0.46634196E+01 -0.38747353E+01 -0.13717095E-02  0.25925583E+00  0.31161535E+00  0.48022462E-03  0.46634181E+01 -0.38746674E+01 -0.66833801E-03  0.84535772E+00  0.60382903E+00 -0.75065908E+00  0.35165619E-03
