              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               8               9  0.31701609E+06  0.53532647E-06  0.27146140E-06 -0.10765279E+01 -0.33747526E+01 -0.25691872E-03  0.52130666E+00 -0.22034096E+00 -0.26649450E-01 -0.10765097E+01 -0.33747755E+01 -0.28836008E-03  0.48338558E+00 -0.47368870E-01  0.52571312E-01  0.11650831E-03
               1               2  0.77892965E+07  0.79908265E-03  0.87742026E-05 -0.54943801E+01 -0.12816881E+01 -0.40518317E-02  0.10693806E+00 -0.40899788E+00 -0.88467805E-02 -0.54942442E+01 -0.12813206E+01 -0.49426561E-02 -0.87943831E+00 -0.47162968E+00  0.81432675E+00  0.80785685E-03
               1               6  0.78630560E+07  0.81083711E-03  0.40863207E-05 -0.54131853E+01 -0.15981741E+01 -0.73927804E-02  0.12532139E+00 -0.39775046E+00 -0.69481148E-02 -0.54139914E+01 -0.15976470E+01 -0.73470663E-02  0.98099085E+00 -0.13311026E+01 -0.31030901E+00  0.81492343E-03
