              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               1               8  0.40609855E+07  0.57892349E-03  0.53532647E-06  0.42027829E+01 -0.40397068E+01  0.24981591E-04  0.28624558E+00  0.29872924E+00  0.59176557E-03  0.42022406E+01 -0.40398919E+01 -0.63702090E-03  0.12920969E+01  0.41800820E+00 -0.55390318E+00  0.57945882E-03
               1               2  0.70631370E+07  0.76791661E-03  0.87742026E-05  0.49314186E+01 -0.27577203E+01  0.36790470E-02  0.21897924E+00  0.36276964E+00 -0.12246949E-02  0.49318210E+01 -0.27585932E+01  0.33825324E-02 -0.96310452E+00  0.72604606E+00  0.11351996E+00  0.77669081E-03
