              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               1              10  0.38513225E+07  0.56125596E-03  0.15513806E-06 -0.46172114E+00 -0.58274356E+01 -0.12381317E-03  0.41232276E+00 -0.32537515E-01  0.14261935E-03 -0.46113135E+00 -0.58267919E+01 -0.19246007E-03  0.10792269E+01 -0.79204217E+00 -0.50959104E+00  0.56141110E-03
               7               8  0.67127235E+07  0.12718970E-05  0.53532647E-06 -0.26534387E+01 -0.28854915E+00 -0.18754569E-03  0.20707410E-01 -0.67851152E+00  0.18906746E-01 -0.26534665E+01 -0.28859598E+00 -0.19813441E-03  0.14626518E+00 -0.46557534E+00 -0.44509624E-01  0.75066497E-03
