              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               1               2  0.18711814E+07  0.32063533E-03  0.16399982E-04 -0.31375132E+01 -0.51490794E+01  0.24144168E-02  0.28738908E+00 -0.21076705E+00 -0.23857641E-01 -0.31377718E+01 -0.51489568E+01  0.21734161E-02  0.15358147E+01 -0.23180716E+00  0.46669161E+00  0.33703531E-03
               1               8  0.39331085E+07  0.55405199E-03  0.22994872E-05 -0.40467313E+01 -0.21421104E+01  0.62998902E-01  0.20913226E+00 -0.42408413E+00 -0.16577720E-01 -0.40474774E+01 -0.21419946E+01  0.62916489E-01  0.75723291E+00 -0.74518366E+00  0.10203263E+01  0.55635147E-03
