              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               1               7  0.82802975E+05  0.40426323E-04  0.46797742E-05 -0.48028292E+01  0.42565989E+01  0.11069185E-01 -0.27837283E+00 -0.28732421E+00  0.48469697E-01 -0.48025076E+01  0.42566326E+01  0.11240892E-01 -0.13075282E+00 -0.36201442E+00 -0.42023282E+00  0.45106097E-04
               1               2  0.12429019E+07  0.23834449E-03  0.16399982E-04 -0.60993158E+01 -0.14945551E+01  0.57149666E-01  0.67886478E-01 -0.32812092E+00  0.26063692E-01 -0.60997321E+01 -0.14946073E+01  0.57281553E-01  0.48301496E+00 -0.12463661E+01 -0.34894114E+00  0.25474448E-03
