              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               5               6  0.66187409E+05  0.21641608E-04  0.10356831E-04 -0.52319510E+01  0.17333920E+01  0.17510351E-01 -0.20149799E+00 -0.58302552E+00  0.96921705E-01 -0.52320588E+01  0.17333573E+01  0.17598588E-01  0.43163759E-01 -0.37925188E-01 -0.20073872E+00  0.37402235E-04
               1               2  0.26502897E+07  0.41341643E-03  0.16399982E-04 -0.69810431E-01  0.59354935E+01  0.15171758E-02 -0.36154432E+00  0.22822080E-01  0.85941043E-02 -0.69465186E-01  0.59356161E+01  0.16345914E-02 -0.16477037E+01 -0.70291145E+00 -0.21585844E+00  0.42981641E-03
