              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               6              10  0.17618887E+07  0.10356831E-04  0.73215471E-06 -0.21630155E+01 -0.25577586E+01  0.41242013E-01  0.37975719E+00 -0.43197551E+00  0.25127026E-01 -0.21629532E+01 -0.25578220E+01  0.41251685E-01  0.44018297E+00  0.58519928E-01 -0.12125534E+00  0.30656723E-03
               5               6  0.50975936E+07  0.21641608E-04  0.11088985E-04  0.24034687E+01  0.18156645E+01 -0.34171782E-01 -0.53870997E+00  0.61203030E+00 -0.15193288E-02  0.24033753E+01  0.18156702E+01 -0.34062694E-01 -0.41665167E-04  0.19347265E+00 -0.15310050E-01  0.62690015E-03
