              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               1               7  0.63009147E+07  0.69987720E-03  0.46797742E-05 -0.17354618E+01  0.52163477E+01 -0.22322077E-02 -0.40687719E+00 -0.13983602E+00 -0.10995572E-01 -0.17352551E+01  0.52161356E+01 -0.24485296E-02 -0.18045708E+00  0.79343924E+00  0.16974482E+01  0.70455697E-03
               1               2  0.12123405E+08  0.89690786E-03  0.16399982E-04 -0.53259101E+01  0.74418399E+00 -0.42596155E-01 -0.80605674E-01 -0.41542590E+00  0.79229259E-03 -0.53267660E+01  0.74458701E+00 -0.42710950E-01  0.10829734E+01 -0.11520059E+01 -0.13209251E+00  0.91330784E-03
