              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               1               9  0.11354149E+07  0.21773315E-03  0.12430698E-05 -0.54416494E+01 -0.30159466E+01 -0.33010838E-02  0.20030106E+00 -0.34988871E+00 -0.23720397E-02 -0.54413404E+01 -0.30158183E+01 -0.33765700E-02 -0.81768121E+00 -0.51091446E+00  0.46709828E+00  0.21897622E-03
               1               4  0.49551677E+07  0.61763621E-03  0.13418832E-05  0.44850780E+00  0.57572589E+01  0.73542114E-02 -0.41308377E+00  0.31628651E-01 -0.85290061E-03  0.44893463E+00  0.57576484E+01  0.76152504E-02 -0.18102980E+01  0.14223601E+00 -0.66629184E-01  0.61897809E-03
               1              10  0.91490417E+07  0.82123637E-03  0.73215471E-06  0.54137698E+01  0.99858157E+00  0.76263332E-02 -0.76226180E-01  0.42071009E+00  0.10386640E-02  0.54139381E+01  0.99937523E+00  0.72292689E-02 -0.76332490E+00 -0.38451177E+00 -0.83652582E+00  0.82196852E-03
