              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               2               4  0.11165029E+08  0.16399982E-04  0.13418832E-05  0.51411525E+01  0.45016328E+01 -0.62933117E-02 -0.24054307E+00  0.26494144E+00 -0.36226759E-01  0.51412079E+01  0.45016046E+01 -0.63763402E-02 -0.53493188E+00  0.51074223E+00  0.40802227E+00  0.87332669E-03
               1               2  0.12838467E+08  0.90512407E-03  0.17741865E-04  0.14313318E+01  0.50573795E+01 -0.20320994E-02 -0.38966048E+00  0.84863475E-01  0.11104734E-01  0.14316760E+01  0.50574781E+01 -0.19026916E-02 -0.18320572E+01  0.16230995E+01 -0.62262646E+00  0.92286593E-03
