# R_norm M_norm Z
1.0000000000000000 1.0000000000000000 0.0000349799993921
0.9999999957051848 0.9999999999995000 0.0000349799974163
0.9999999860418605 0.9999999999983750 0.0000349799937688
0.9999999699363652 0.9999999999965000 0.0000349799884494
0.9999999484624217 0.9999999999940000 0.0000349799793306
0.9999999055147635 0.9999999999890000 0.0000349799580532
0.9999997981468834 0.9999999999765000 0.0000349799276570
0.9999996907808126 0.9999999999640000 0.0000349798820627
0.9999994760540987 0.9999999999390000 0.0000349797908741
0.9999990466223917 0.9999999998890000 0.0000349795781014
0.9999979731697768 0.9999999997640000 0.0000349792741414
0.9999968998980525 0.9999999996390000 0.0000349788182039
0.9999947538969931 0.9999999993890000 0.0000349779063379
0.9999904640626230 0.9999999988889999 0.0000349759671179
0.9999810792317553 0.9999999977939799 0.0000349733045622
0.9999717081997093 0.9999999966989598 0.0000349691878890
0.9999521445033573 0.9999999944077159 0.0000349636173550
0.9999326406091744 0.9999999921164721 0.0000349549743314
0.9998918088683421 0.9999999872969837 0.0000349427979227
0.9998480463147812 0.9999999820972845 0.0000349231749230
0.9997568478507547 0.9999999711465385 0.0000348951630513
0.9996574660920486 0.9999999590349409 0.0000348462191172
0.9994317791709755 0.9999999308267308 0.0000347701697294
0.9991660214128827 0.9999998963313455 0.0000346772939465
0.9988550416820799 0.9999998541562020 0.0000345966397719
0.9986809301285926 0.9999998296715628 0.0000345343311654
0.9984935508505319 0.9999998026025816 0.0000344655133277
0.9982922620162813 0.9999997726781454 0.0000343895182023
0.9980764342398015 0.9999997395989000 0.0000343056113998
0.9978454545023988 0.9999997030343284 0.0000342129860512
0.9975987299638301 0.9999996626195277 0.0000341107561798
0.9973356915231051 0.9999996179516504 0.0000339979495821
0.9970557964828092 0.9999995685859822 0.0000338735002163
0.9967585293924730 0.9999995140316192 0.0000337362400882
0.9964434009752570 0.9999994537466947 0.0000335848906447
0.9961099450975649 0.9999993871331161 0.0000334180537056
0.9957577133265546 0.9999993135307609 0.0000332847903572
0.9955790163631343 0.9999992748958065 0.0000331884132439
0.9953862079526378 0.9999992322110772 0.0000330873868309
0.9951979731442741 0.9999991895263479 0.0000329812350713
0.9949950258426936 0.9999991423700578 0.0000328699834313
0.9947970198807949 0.9999990952137677 0.0000327531110347
0.9945836759838230 0.9999990431204666 0.0000326306489430
0.9943756375258040 0.9999989910271655 0.0000325020277646
0.9941516031859489 0.9999989334832025 0.0000323672853821
0.9939332308733111 0.9999988759392394 0.0000322258001095
0.9936981639848965 0.9999988123778220 0.0000320776181432
0.9934690987772284 0.9999987488164045 0.0000319220616021
0.9932225686153802 0.9999986786121563 0.0000317591868151
0.9929823203153877 0.9999986084079081 0.0000315882557211
0.9927237331971016 0.9999985308708681 0.0000314093369958
0.9924716988474948 0.9999984533338281 0.0000312216283803
0.9922003969119346 0.9999983677028275 0.0000310252135942
0.9919359359353849 0.9999982820718268 0.0000308192221984
0.9916512472353186 0.9999981875071686 0.0000306037562410
0.9913737178846374 0.9999980929425104 0.0000303778733059
0.9910749536252899 0.9999979885179203 0.0000301416977688
0.9907836721440527 0.9999978840933302 0.0000298942117667
0.9904700832402766 0.9999977687871023 0.0000296355668707
0.9901643160772434 0.9999976534808744 0.0000293646667785
0.9898351271382140 0.9999975261661022 0.0000290816961828
0.9895141430237127 0.9999973988513299 0.0000287854780745
0.9891685984657503 0.9999972582851426 0.0000284762374811
0.9888316990674133 0.9999971177189554 0.0000281527154677
0.9884691352442438 0.9999969625306845 0.0000278151861740
0.9881158207035319 0.9999968073424136 0.0000274623089230
0.9877358813376069 0.9999966360205592 0.0000270944176474
0.9873659378117036 0.9999964646987048 0.0000267100919553
0.9869684761176097 0.9999962755765546 0.0000263097385675
0.9865818014839834 0.9999960864544043 0.0000258918618822
0.9861667497615445 0.9999958776942105 0.0000254569572176
0.9857633303116201 0.9999956689340167 0.0000250034614983
0.9853307390601741 0.9999954385096046 0.0000245319778688
0.9849106730056978 0.9999952080851925 0.0000240408876287
0.9844606770975627 0.9999949537628087 0.0000235309251351
0.9840241023184814 0.9999946994404249 0.0000230004331417
0.9835568617018496 0.9999944187576347 0.0000224503056566
0.9831039652090752 0.9999941380748446 0.0000218788706360
0.9826197345406845 0.9999938283173234 0.0000212872163159
0.9821508070750676 0.9999935185598022 0.0000206736879801
0.9816499178250826 0.9999931767357865 0.0000200396101274
0.9811652689336962 0.9999928349117707 0.0000193833879771
0.9806480308731104 0.9999924577239142 0.0000187066333873
0.9801479473261739 0.9999920805360577 0.0000180078672889
0.9796146707420740 0.9999916643505102 0.0000172890509994
0.9790994614355661 0.9999912481649628 0.0000165488932732
0.9785504830563663 0.9999907889773491 0.0000157897803490
0.9780204726582200 0.9999903297897353 0.0000150107011548
0.9774561398914834 0.9999898231876879 0.0000142145585398
0.9769116655844963 0.9999893165856405 0.0000134007390840
0.9763323390821889 0.9999887577076358 0.0000125727736326
0.9757737364944526 0.9999881988296312 0.0000117305949227
0.9751797493029885 0.9999875823197868 0.0000108784970827
0.9746073082739732 0.9999869658099424 0.0000100171456419
0.9739989416613595 0.9999862857682668 0.0000091517623071
0.9734129159763578 0.9999856057265911 0.0000082839789341
0.9727904345404297 0.9999848556542191 0.0000074201443056
0.9721910775071262 0.9999841055818471 0.0000065631477945
0.9715547498539073 0.9999832783208481 0.0000057207074607
0.9709423090160526 0.9999824510598491 0.0000048973320935
0.9702923769817356 0.9999815387271130 0.0000041024030242
0.9696670562322983 0.9999806263943770 0.0000033424969021
0.9690037115407574 0.9999796203089654 0.0000026290151299
