              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               5               9  0.10601378E+08  0.20832059E-04  0.27146140E-06 -0.10632918E+01  0.27091295E+01  0.51985366E-02 -0.54463559E+00 -0.22089730E+00 -0.59436212E-03 -0.10633245E+01  0.27090726E+01  0.52738632E-02 -0.62746541E+00  0.40093887E+00  0.20031683E+00  0.88849396E-03
               1               2  0.16734706E+08  0.97865393E-03  0.87742026E-05 -0.18998749E+01  0.52206108E+01  0.46091187E-02 -0.40376256E+00 -0.14764149E+00  0.92701860E-02 -0.18994089E+01  0.52198008E+01  0.51535095E-02  0.48258977E+00 -0.19792802E-01 -0.10070920E+01  0.98742813E-03
