              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               1               8  0.66627002E+07  0.74800651E-03  0.53532647E-06 -0.53200006E+01  0.19109329E+01  0.16542382E-02 -0.14216039E+00 -0.39739944E+00  0.16003332E-03 -0.53199420E+01  0.19103245E+01  0.90591849E-03 -0.42798993E+00  0.81283623E+00 -0.24252775E-01  0.74854184E-03
               1               2  0.66990975E+07  0.75036491E-03  0.87742026E-05 -0.52791429E+01  0.21175409E+01  0.15821644E-02 -0.14846355E+00 -0.40152717E+00  0.25997890E-02 -0.52783708E+01  0.21169320E+01  0.17454821E-02 -0.83678096E+00  0.59746650E+00 -0.22111341E+00  0.75913912E-03
