              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               6               8  0.12147538E+07  0.40863207E-05  0.53532647E-06  0.24076429E+01 -0.27188004E+01  0.28783305E-01  0.40664334E+00  0.38782601E+00 -0.22330126E-01  0.24076886E+01 -0.27187743E+01  0.28740836E-01  0.27001965E+00  0.10477981E+00  0.17239200E+00  0.26222862E-03
               5              10  0.27516587E+07  0.20832059E-04  0.15513806E-06 -0.40402191E+01 -0.10439842E+01  0.74806003E-02  0.12500766E+00 -0.47432878E+00 -0.41539353E-02 -0.40401942E+01 -0.10439235E+01  0.74169105E-02 -0.33625560E+00 -0.46809741E+00  0.49592012E+00  0.45557333E-03
               1               2  0.54482249E+08  0.10243394E-02  0.87742026E-05 -0.51255129E+01  0.17645957E+01 -0.47274844E-02 -0.14362706E+00 -0.40215600E+00  0.64996161E-02 -0.51263232E+01  0.17643207E+01 -0.40181230E-02  0.52841457E+00 -0.13250741E+01 -0.74332249E+00  0.10331136E-02
