              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               1               8  0.69618537E+07  0.76262245E-03  0.53532647E-06 -0.55883937E+01 -0.99009483E+00 -0.46141731E-03  0.74122427E-01 -0.41335602E+00 -0.15818619E-04 -0.55882345E+01 -0.98985204E+00  0.46815379E-03 -0.11796954E+01 -0.37992467E+00  0.35673322E-01  0.76315778E-03
               1               2  0.13735920E+08  0.94714027E-03  0.87742026E-05 -0.51916375E+01 -0.18865573E+01 -0.11522667E-02  0.14377574E+00 -0.39924057E+00 -0.12156237E-01 -0.51911041E+01 -0.18860426E+01 -0.18889294E-02  0.35930029E+00 -0.54315643E+00  0.13138614E+01  0.95591447E-03
