              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               1              10  0.33896994E+07  0.51967695E-03  0.15513806E-06 -0.38756181E+01 -0.44320335E+01  0.56152147E-03  0.31008942E+00 -0.27111688E+00 -0.51617590E-04 -0.38757563E+01 -0.44312205E+01  0.45375976E-03  0.98850752E+00 -0.11613438E+01  0.56588909E-02  0.51983209E-03
               5               9  0.36108527E+07  0.20832059E-04  0.27146140E-06 -0.34630383E+01 -0.20409073E+01  0.43652155E-02  0.25376537E+00 -0.43387034E+00  0.71617938E-02 -0.34630391E+01 -0.20408386E+01  0.44367295E-02  0.19615910E+00 -0.75539076E-01 -0.53449420E+00  0.54022063E-03
