              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               1               8  0.25998827E+07  0.43908399E-03  0.53532647E-06  0.33646184E+01  0.49043261E+01  0.62733667E-03 -0.33905592E+00  0.23205986E+00  0.98070728E-03  0.33639338E+01  0.49039330E+01  0.79471349E-03  0.22250784E+00  0.56952553E+00 -0.81641567E+00  0.43961931E-03
               1               7  0.37628007E+07  0.55409213E-03  0.12718970E-05  0.11878791E+01 -0.57422964E+01 -0.43789767E-02  0.40409902E+00  0.80708885E-01  0.21189993E-03  0.11873570E+01 -0.57424460E+01 -0.50767325E-02  0.63732437E+00  0.11523684E+01 -0.22897779E+00  0.55536403E-03
