              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               8               9  0.53591366E+06  0.53532647E-06  0.27146140E-06  0.26560131E+01 -0.23608740E+01  0.16232429E-01  0.34609564E+00  0.37428012E+00  0.63295873E-01  0.26560122E+01 -0.23608840E+01  0.16273836E-01  0.38330819E+00  0.42577034E+00 -0.12070018E+00  0.15468704E-03
               7               8  0.30318464E+07  0.12718970E-05  0.80678788E-06  0.11632611E+01 -0.29397049E+01  0.20681099E-02  0.41881839E+00  0.19394212E+00 -0.17157684E-01  0.11632192E+01 -0.29396687E+01  0.20878093E-02  0.68119192E+00  0.20543407E+00  0.24668892E-01  0.48476412E-03
