              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               1              10  0.47030202E+07  0.62878250E-03  0.15513806E-06  0.11636315E+00 -0.57724351E+01  0.22521510E-02  0.41665805E+00  0.87636883E-02 -0.22724782E-04  0.11726506E+00 -0.57724911E+01  0.22331759E-02 -0.52317601E+00 -0.69968553E+00  0.57259842E-01  0.62893764E-03
               5               8  0.57089769E+07  0.20832059E-04  0.53532647E-06  0.36835195E+01 -0.81845359E+00 -0.27118013E-01  0.10918095E+00  0.50128186E+00 -0.12219700E-01  0.36834592E+01 -0.81848462E+00 -0.27194439E-01  0.85117769E-02  0.48740143E+00  0.63696779E+00  0.69565632E-03
