              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               1               9  0.96757517E+07  0.86397688E-03  0.27146140E-06  0.13154871E+01 -0.54307741E+01  0.80174143E-04  0.41138818E+00  0.99221696E-01 -0.18995986E-03  0.13164183E+01 -0.54307726E+01 -0.26894016E-03 -0.11619417E+00  0.12343396E+01  0.41570402E+00  0.86424835E-03
               3               4  0.15062304E+08  0.53069449E-06  0.10324530E-06  0.42788714E+01 -0.77175287E+01 -0.93759637E-01  0.28122232E+00  0.15163456E+00 -0.23274848E-01  0.42788666E+01 -0.77175641E+01 -0.93748504E-01  0.39204546E+00  0.21150559E+00  0.11176007E+00  0.96318791E-03
