              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               6              10  0.11617388E+07  0.40863207E-05  0.15513806E-06 -0.27576380E+01  0.24420301E+01  0.38971913E-02 -0.33373194E+00 -0.38382020E+00 -0.17677703E-02 -0.27576037E+01  0.24420804E+01  0.38991610E-02 -0.69642958E+00 -0.44855311E+00  0.57693700E-01  0.25438819E-03
               1               7  0.76969538E+07  0.79528214E-03  0.12718970E-05 -0.22588337E+01 -0.51480766E+01  0.54132909E-03  0.38381118E+00 -0.16922198E+00  0.78105634E-03 -0.22596943E+01 -0.51483766E+01  0.25617094E-03  0.14642555E+01 -0.71450639E+00 -0.44835816E+00  0.79655404E-03
