              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               1               7  0.11099710E+07  0.24663827E-03  0.12718970E-05  0.42301315E+01 -0.45420958E+01 -0.89116996E-03  0.29419744E+00  0.27123429E+00 -0.37877214E-02  0.42301320E+01 -0.45416111E+01 -0.13511799E-02  0.25733631E+00  0.63107534E+00  0.77691959E+00  0.24791016E-03
               1               6  0.67644498E+07  0.75426183E-03  0.40863207E-05  0.46490869E+01 -0.32064447E+01 -0.17080741E-02  0.24048241E+00  0.34354395E+00 -0.65506365E-02  0.46491655E+01 -0.32074247E+01 -0.17177999E-02  0.94710743E-01  0.78058563E+00  0.11468123E+01  0.75834815E-03
