              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               6               8  0.16874462E+07  0.40863207E-05  0.53532647E-06  0.30970385E+00  0.35570065E+01  0.20365599E-01 -0.55414812E+00  0.43393573E-01 -0.35656400E-01  0.30963435E+00  0.35569987E+01  0.20358769E-01 -0.32965084E+00  0.55949871E-01  0.24879547E+00  0.32840062E-03
               1               7  0.84231177E+07  0.82344189E-03  0.12718970E-05  0.30095275E-01  0.56158281E+01  0.25424301E-03 -0.42402454E+00  0.21452297E-02  0.10090268E-02  0.29637695E-01  0.56149590E+01  0.11430143E-03  0.67831118E+00 -0.48676858E-02 -0.66403703E+00  0.82471378E-03
