              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               1              10  0.12646985E+07  0.26954502E-03  0.15513806E-06  0.61546687E+01 -0.41246031E+00  0.00000000E+00  0.26586429E-01  0.40179874E+00  0.00000000E+00  0.61540387E+01 -0.41263528E+00  0.00000000E+00  0.85776217E+00  0.37372755E-01  0.00000000E+00  0.26970016E-03
               1               9  0.14730766E+07  0.29936748E-03  0.27146140E-06 -0.39283336E+01  0.46911211E+01  0.00000000E+00 -0.30928423E+00 -0.26062649E+00  0.00000000E+00 -0.39277833E+01  0.46915350E+01  0.00000000E+00 -0.11449808E+01  0.16199672E+00  0.00000000E+00  0.29963894E-03
               4               5  0.39125900E+07  0.10324530E-06  0.20832059E-04 -0.20779024E+00  0.37131734E+01  0.00000000E+00 -0.88956632E+00  0.55103222E+00  0.00000000E+00 -0.20788394E+00  0.37131705E+01  0.00000000E+00 -0.51957572E+00 -0.29489295E-01  0.00000000E+00  0.56688345E-03
