              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               6              10  0.64602937E+06  0.40863207E-05  0.15513806E-06 -0.18390573E+01 -0.37271242E+01  0.00000000E+00  0.43088919E+00 -0.22939124E+00  0.00000000E+00 -0.18391191E+01 -0.37271233E+01  0.00000000E+00  0.61615855E+00  0.94919707E-01  0.00000000E+00  0.17322611E-03
               1               4  0.20376090E+07  0.37338249E-03  0.10324530E-06 -0.21784258E+01  0.56023061E+01  0.00000000E+00 -0.38032545E+00 -0.14743020E+00  0.00000000E+00 -0.21782962E+01  0.56030423E+01  0.00000000E+00 -0.13552106E+01 -0.36450512E+00  0.00000000E+00  0.37348574E-03
               9               6  0.28909388E+07  0.27146140E-06  0.42414588E-05  0.21407625E+01 -0.26619873E+01  0.00000000E+00  0.33913695E+00  0.67699643E+00  0.00000000E+00  0.21408148E+01 -0.26619467E+01  0.00000000E+00  0.42745899E+00  0.31799703E+00  0.00000000E+00  0.47042330E-03
               1               7  0.39616897E+07  0.57079892E-03  0.12718970E-05  0.54146413E+01  0.20937142E+01  0.00000000E+00 -0.14726794E+00  0.38638257E+00  0.00000000E+00  0.54148573E+01  0.20928732E+01  0.00000000E+00 -0.12451626E+01  0.72002871E+00  0.00000000E+00  0.57207082E-03
               1               2  0.14660544E+08  0.95971359E-03  0.87742026E-05  0.28283062E+01  0.46656670E+01  0.00000000E+00 -0.36743293E+00  0.20949877E+00  0.00000000E+00  0.28286441E+01  0.46646637E+01  0.00000000E+00 -0.26361602E+00  0.15554832E+01  0.00000000E+00  0.96848779E-03
