              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               9              10  0.42904814E+06  0.27146140E-06  0.15513806E-06  0.33406048E+01  0.43219488E+00  0.00000000E+00 -0.99681124E-01  0.48479845E+00  0.00000000E+00  0.33406261E+01  0.43216836E+00  0.00000000E+00 -0.53961151E-01  0.63620390E+00  0.00000000E+00  0.13627017E-03
               1               7  0.17082457E+07  0.33117027E-03  0.12718970E-05  0.57842511E+01  0.18450722E+01  0.00000000E+00 -0.11972597E+00  0.38559324E+00  0.00000000E+00  0.57844200E+01  0.18443716E+01  0.00000000E+00 -0.10304414E+01  0.69958008E+00  0.00000000E+00  0.33244217E-03
