              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               8               9  0.57253988E+06  0.53532647E-06  0.27146140E-06 -0.12420805E+01 -0.33033104E+01  0.00000000E+00  0.44875832E+00 -0.14348061E+00  0.00000000E+00 -0.12420960E+01 -0.33032718E+01  0.00000000E+00  0.60512981E+00 -0.26330815E+00  0.00000000E+00  0.16090331E-03
               7              10  0.89062211E+06  0.12718970E-05  0.15513806E-06 -0.31649692E+01  0.17682074E+01  0.00000000E+00 -0.24897512E+00 -0.47322069E+00  0.00000000E+00 -0.31649302E+01  0.17681798E+01  0.00000000E+00 -0.49169306E+00 -0.20313117E+00  0.00000000E+00  0.21285150E-03
               6               7  0.16267559E+07  0.40863207E-05  0.14270351E-05  0.28745524E+01 -0.20192682E+01  0.00000000E+00  0.40497552E+00  0.50287446E+00  0.00000000E+00  0.28746120E+01 -0.20192182E+01  0.00000000E+00  0.11613333E+00  0.25827108E+00  0.00000000E+00  0.32027112E-03
               1               4  0.32321207E+07  0.50465249E-03  0.10324530E-06  0.17495504E+01 -0.55568593E+01  0.00000000E+00  0.39516765E+00  0.12470585E+00  0.00000000E+00  0.17489047E+01 -0.55573320E+01  0.00000000E+00  0.61746242E+00  0.12269960E+01  0.00000000E+00  0.50475574E-03
