              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               6              10  0.68037822E+06  0.40863207E-05  0.15513806E-06  0.22130533E+01  0.34377725E+01  0.00000000E+00 -0.43147509E+00  0.26614602E+00  0.00000000E+00  0.22129965E+01  0.34377900E+01  0.00000000E+00 -0.50723610E-01  0.26248798E+00  0.00000000E+00  0.17891903E-03
               5               6  0.78293415E+06  0.20832059E-04  0.42414588E-05 -0.22791503E+01  0.37967141E+01  0.00000000E+00 -0.52561792E+00 -0.27350806E+00  0.00000000E+00 -0.22792634E+01  0.37966658E+01  0.00000000E+00  0.70397518E-01 -0.40741911E-01  0.00000000E+00  0.19566503E-03
               1               8  0.18944800E+07  0.35563260E-03  0.53532647E-06 -0.45111151E+01 -0.35464651E+01  0.00000000E+00  0.26759577E+00 -0.31619053E+00  0.00000000E+00 -0.45118110E+01 -0.35467149E+01  0.00000000E+00  0.11378380E+01  0.13441178E+00  0.00000000E+00  0.35616793E-03
               1               2  0.21736913E+07  0.39080152E-03  0.87742026E-05 -0.11267578E+01 -0.56247355E+01  0.00000000E+00  0.40900448E+00 -0.89249514E-01  0.00000000E+00 -0.11265243E+01 -0.56255064E+01  0.00000000E+00  0.46537108E+00  0.90466309E+00  0.00000000E+00  0.39957572E-03
