              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               5               7  0.98146746E+06  0.20832059E-04  0.12718970E-05  0.49952602E+00  0.46722134E+01  0.00000000E+00 -0.44630031E+00  0.74696178E-01  0.00000000E+00  0.49949542E+00  0.46723156E+01  0.00000000E+00 -0.61992970E+00 -0.54546834E+00  0.00000000E+00  0.22704043E-03
               1               8  0.11003904E+07  0.24520102E-03  0.53532647E-06  0.33667223E+01 -0.51805499E+01  0.00000000E+00  0.33857830E+00  0.21909073E+00  0.00000000E+00  0.33673519E+01 -0.51807330E+01  0.00000000E+00 -0.19095936E+00  0.92044360E+00  0.00000000E+00  0.24573635E-03
               1              10  0.17294305E+07  0.33448454E-03  0.15513806E-06  0.60869954E+01 -0.29157740E+00  0.00000000E+00  0.19826049E-01  0.40438057E+00  0.00000000E+00  0.60876792E+01 -0.29129838E+00  0.00000000E+00 -0.38952046E+00  0.12764452E+01  0.00000000E+00  0.33463968E-03
               2               9  0.32075747E+07  0.87742026E-05  0.27146140E-06  0.12464348E+01 -0.73428384E+01  0.00000000E+00  0.35406501E+00  0.77863568E-01  0.00000000E+00  0.12464734E+01 -0.73427736E+01  0.00000000E+00  0.43202857E+00 -0.42488724E+00  0.00000000E+00  0.50286627E-03
