              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               7               9  0.54198069E+06  0.12718970E-05  0.27146140E-06  0.21694498E+00  0.38985611E+01  0.00000000E+00 -0.49578325E+00  0.68356811E-01  0.00000000E+00  0.21698131E+00  0.38985967E+01  0.00000000E+00 -0.53435148E+00 -0.17768016E+00  0.00000000E+00  0.15572040E-03
               1              10  0.60285702E+06  0.16600994E-03  0.15513806E-06 -0.61367244E+00  0.62455768E+01  0.00000000E+00 -0.39871120E+00 -0.39630403E-01  0.00000000E+00 -0.61360772E+00  0.62461397E+01  0.00000000E+00  0.66658460E-01 -0.64856923E+00  0.00000000E+00  0.16616508E-03
               1               7  0.87132295E+06  0.20995840E-03  0.15433584E-05 -0.60389900E+01  0.15674470E+01  0.00000000E+00 -0.95993245E-01 -0.39043163E+00  0.00000000E+00 -0.60383816E+01  0.15673508E+01  0.00000000E+00 -0.81890146E+00  0.15873556E-01  0.00000000E+00  0.21150176E-03
               1               6  0.56715675E+07  0.69472136E-03  0.40863207E-05 -0.49896207E+01  0.29188424E+01  0.00000000E+00 -0.21332703E+00 -0.35314560E+00  0.00000000E+00 -0.49896068E+01  0.29198082E+01  0.00000000E+00  0.46253005E+00 -0.13623789E+01  0.00000000E+00  0.69880768E-03
               5               8  0.56824499E+07  0.20832059E-04  0.53532647E-06 -0.28162481E+01 -0.20395437E+01  0.00000000E+00  0.27399808E+00 -0.44787290E+00  0.00000000E+00 -0.28162434E+01 -0.20396458E+01  0.00000000E+00  0.33323888E+00  0.19579489E+00  0.00000000E+00  0.69946583E-03
