              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               7              10  0.60345701E+06  0.12718970E-05  0.15513806E-06  0.36707391E+01  0.10707798E+01  0.00000000E+00 -0.16081960E+00  0.49742699E+00  0.00000000E+00  0.36706941E+01  0.10707911E+01  0.00000000E+00  0.88463225E-01  0.44769582E+00  0.00000000E+00  0.16611148E-03
               1               9  0.93844699E+06  0.22035752E-03  0.27146140E-06  0.22414393E+01 -0.57926819E+01  0.00000000E+00  0.37407221E+00  0.14798758E+00  0.00000000E+00  0.22412985E+01 -0.57920859E+01  0.00000000E+00  0.56130279E+00 -0.68628591E+00  0.00000000E+00  0.22062898E-03
               6               7  0.99554755E+06  0.40863207E-05  0.14270351E-05 -0.63889906E+00 -0.34420959E+01  0.00000000E+00  0.59877147E+00  0.46723605E-01  0.00000000E+00 -0.63883942E+00 -0.34420437E+01  0.00000000E+00  0.41560559E+00 -0.29730614E+00  0.00000000E+00  0.22948750E-03
               1               8  0.39972646E+07  0.57401573E-03  0.53532647E-06 -0.13940172E+01 -0.55690104E+01  0.00000000E+00  0.40381347E+00 -0.10192315E+00  0.00000000E+00 -0.13947462E+01 -0.55685640E+01  0.00000000E+00  0.14548496E+01  0.41106839E+00  0.00000000E+00  0.57455106E-03
