              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               1               8  0.95910312E+06  0.22357059E-03  0.53532647E-06 -0.47089332E+00  0.62031519E+01  0.00000000E+00 -0.40092707E+00 -0.32168544E-01  0.00000000E+00 -0.47104280E+00  0.62025363E+01  0.00000000E+00 -0.13762723E+00  0.77699484E+00  0.00000000E+00  0.22410592E-03
               5               7  0.97506434E+06  0.20832059E-04  0.12718970E-05  0.39825040E+01  0.22943459E+01  0.00000000E+00 -0.25250732E+00  0.43414877E+00  0.00000000E+00  0.39825231E+01  0.22944576E+01  0.00000000E+00  0.83971645E-01 -0.93194222E-01  0.00000000E+00  0.22658158E-03
              10               6  0.17506570E+07  0.15513806E-06  0.40863207E-05  0.11894352E+01 -0.32158967E+01  0.00000000E+00  0.51601150E+00  0.53716621E+00  0.00000000E+00  0.11893841E+01 -0.32158641E+01  0.00000000E+00  0.51637252E+00  0.16106121E+00  0.00000000E+00  0.33750126E-03
