              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               6               7  0.88122105E+06  0.40863207E-05  0.12718970E-05 -0.32468463E+01  0.22400484E+01  0.00000000E+00 -0.19934632E+00 -0.37924576E+00  0.00000000E+00 -0.32467810E+01  0.22400878E+01  0.00000000E+00 -0.53150614E+00 -0.55323864E+00  0.00000000E+00  0.21136746E-03
               1               3  0.10493388E+07  0.23746390E-03  0.53069449E-06 -0.26057782E+01 -0.56465394E+01  0.00000000E+00  0.36171779E+00 -0.16806120E+00  0.00000000E+00 -0.26064437E+01 -0.56464914E+01  0.00000000E+00  0.11962161E+01 -0.30357666E+00  0.00000000E+00  0.23799459E-03
