              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               9              10  0.81891828E+06  0.27146140E-06  0.15513806E-06  0.32959148E+01 -0.53091695E+00  0.00000000E+00  0.60742511E-01  0.49320342E+00  0.00000000E+00  0.32959119E+01 -0.53095050E+00  0.00000000E+00  0.15582562E+00  0.62112279E+00  0.00000000E+00  0.20145093E-03
               1               8  0.96607953E+06  0.22465608E-03  0.53532647E-06 -0.40183914E+01 -0.47504112E+01  0.00000000E+00  0.30440297E+00 -0.25948390E+00  0.00000000E+00 -0.40188824E+01 -0.47508076E+01  0.00000000E+00  0.11120654E+01 -0.12729404E-01  0.00000000E+00  0.22519141E-03
               1               7  0.92165213E+07  0.85072622E-03  0.12718970E-05 -0.55294922E+01  0.55629264E+00  0.00000000E+00 -0.40192690E-01 -0.42113476E+00  0.00000000E+00 -0.55285091E+01  0.55653319E+00  0.00000000E+00 -0.11114112E+01 -0.11560478E+01  0.00000000E+00  0.85199812E-03
