              #1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40
            #id0             id1            time              m0              m1               x               y               z              vx              vy              vz              x0              y0              z0             vx0             vy0             vz0              x1              y1              z1             vx1             vy1             vz1              xs              ys              zs             vxs             vys             vzs
               8               9  0.41229595E+06  0.53532647E-06  0.27146140E-06  0.35287819E+01  0.28522620E+00  0.00000000E+00 -0.11145671E+00  0.53717112E+00  0.00000000E+00  0.35287429E+01  0.28524113E+00  0.00000000E+00  0.84047448E-01  0.52080887E+00  0.00000000E+00  0.13334490E-03
               8              10  0.46496407E+06  0.80678788E-06  0.15513806E-06  0.34265015E+01  0.39310055E+00  0.00000000E+00 -0.13497974E+00  0.53732550E+00  0.00000000E+00  0.34264750E+01  0.39306781E+00  0.00000000E+00  0.82359385E-01  0.56522089E+00  0.00000000E+00  0.14250718E-03
               1               7  0.57019640E+06  0.16050483E-03  0.12718970E-05 -0.38877890E+01 -0.49748301E+01  0.00000000E+00  0.31815626E+00 -0.24916536E+00  0.00000000E+00 -0.38872287E+01 -0.49747845E+01  0.00000000E+00 -0.29429414E+00  0.20723083E+00  0.00000000E+00  0.16177672E-03
               6               8  0.69689301E+06  0.40863207E-05  0.96192594E-06 -0.12263944E+01  0.34585660E+01  0.00000000E+00 -0.43475637E+00 -0.15221853E+00  0.00000000E+00 -0.12263367E+01  0.34586132E+01  0.00000000E+00 -0.74889959E+00 -0.34356125E+00  0.00000000E+00  0.18287204E-03
               3               4  0.22567584E+08  0.53069449E-06  0.10324530E-06 -0.77490424E+01  0.43873153E+01  0.00000000E+00 -0.19497994E+00 -0.27265690E+00  0.00000000E+00 -0.77490791E+01  0.43873187E+01  0.00000000E+00 -0.39484862E-01 -0.38986012E+00  0.00000000E+00  0.10087870E-02
